,subject_id,irq-catch-1,irq-manipulation-1,irq-manipulation-2,irq-manipulation-3,irq-manipulation-4,irq-manipulation-5,irq-manipulation-6,irq-manipulation-7,irq-manipulation-8,irq-ortho-1,irq-ortho-2,irq-ortho-3,irq-ortho-4,irq-ortho-5,irq-ortho-6,irq-ortho-7,irq-verbal-1,irq-verbal-10,irq-verbal-11,irq-verbal-12,irq-verbal-2,irq-verbal-3,irq-verbal-4,irq-verbal-5,irq-verbal-6,irq-verbal-7,irq-verbal-8,irq-verbal-9,irq-visual-1,irq-visual-10,irq-visual-2,irq-visual-3,irq-visual-4,irq-visual-5,irq-visual-6,irq-visual-7,irq-visual-8,irq-visual-9,osivq-catch-1,osivq-catch-2,osviq-object-1,osviq-object-10,osviq-object-11,osviq-object-12,osviq-object-13,osviq-object-14,osviq-object-15,osviq-object-2,osviq-object-3,osviq-object-4,osviq-object-5,osviq-object-6,osviq-object-7,osviq-object-8,osviq-object-9,osviq-spatial-1,osviq-spatial-10,osviq-spatial-11,osviq-spatial-12,osviq-spatial-13,osviq-spatial-14,osviq-spatial-15,osviq-spatial-2,osviq-spatial-3,osviq-spatial-4,osviq-spatial-5,osviq-spatial-6,osviq-spatial-7,osviq-spatial-8,osviq-spatial-9,osviq-verbal-1,osviq-verbal-10,osviq-verbal-11,osviq-verbal-12,osviq-verbal-13,osviq-verbal-14,osviq-verbal-15,osviq-verbal-2,osviq-verbal-3,osviq-verbal-4,osviq-verbal-5,osviq-verbal-6,osviq-verbal-7,osviq-verbal-8,osviq-verbal-9,vviq-1,vviq-10,vviq-11,vviq-12,vviq-13,vviq-14,vviq-15,vviq-16,vviq-2,vviq-3,vviq-4,vviq-5,vviq-6,vviq-7,vviq-8,vviq-9,time_elapsed,attention_accuracy_questionnaires,vviq_sum,vviq_z,osivq_verbal_mean,osivq_visual_mean,osivq_spatial_mean,irq_verbal_mean,irq_visual_mean,failed_check_count,z_osivq_verbal_mean,z_osivq_visual_mean,z_osivq_spatial_mean,z_irq_verbal_mean,z_irq_visual_mean
229,147487,1,3,3,5,4,3,4,3,3,2,3,4,2,3,3,5,3,5,3,5,5,5,5,5,4,4,5,5,5,2,4,4,4,2,3,4,4,5,5,1,3,3,3,3,3,4,2,4,3,1,3,2,4,4,3,2,2,5,3,2,3,1,3,4,4,3,3,2,2,2,3,3,4,3,4,3,3,4,3,5,5,3,3,5,2,3,3,2,3,3,3,2,3,3,3,3,4,3,3,3,3,531490,1,47,-0.5919338755795018,3.533333333333333,3.0,2.7333333333333334,4.5,3.7,0,1.133659100628938,-0.38699014080767885,-0.05775316861038625,1.2683372101981636,0.3077362935214812
231,147691,1,3,4,3,2,3,5,4,5,3,1,3,2,3,5,5,3,5,4,3,5,4,5,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,1,3,3,3,3,2,2,3,3,3,1,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,4,4,4,2,5,5,5,5,3,1,3,3,3,2,4,2,553052,1,55,-0.032514050351620444,3.066666666666667,2.8666666666666667,3.0,3.8333333333333335,3.1,0,0.13634548642699398,-0.593040234863676,0.4537748962244607,0.2767685050625069,-0.5271916730181593
234,148036,1,1,3,4,4,3,3,4,4,3,2,2,2,2,1,4,5,4,4,4,4,4,3,3,3,4,4,1,4,2,3,4,4,4,4,3,4,4,5,1,3,2,3,4,4,3,3,3,2,1,4,2,3,2,2,2,1,4,2,3,4,1,3,2,1,3,4,1,2,2,4,2,4,2,4,4,4,3,3,5,3,2,3,3,2,4,4,5,5,4,3,3,4,4,3,4,4,3,3,4,5,719488,1,62,0.4569782967227758,3.2,2.7333333333333334,2.3333333333333335,3.5833333333333335,3.6,0,0.4212922333418353,-0.799090328919673,-0.8250452658626567,-0.09506975936336451,0.16858163243154103
236,148270,1,5,4,5,5,5,4,3,3,2,3,1,1,1,2,4,2,5,1,4,4,4,4,4,1,4,4,1,4,1,4,4,4,4,4,4,5,3,5,1,4,4,4,5,1,4,3,5,4,1,3,3,4,5,3,4,2,5,3,2,5,1,4,1,1,2,4,1,2,3,4,2,4,2,3,5,5,2,3,4,3,4,4,1,2,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,517835,1,78,1.5758179471785387,3.2,3.533333333333333,2.6666666666666665,3.1666666666666665,3.7,0,0.4212922333418353,0.4372102354163094,-0.1856351848190984,-0.7148002000731506,0.3077362935214812
238,148378,1,3,1,4,4,3,3,3,3,4,1,1,1,4,1,3,4,4,4,1,4,5,1,5,1,5,4,1,1,3,2,2,4,4,3,2,5,1,5,1,3,2,2,2,2,2,5,3,5,2,3,4,3,4,4,3,1,1,3,3,4,2,1,4,3,4,3,1,2,3,2,2,4,5,5,1,1,2,1,2,3,5,5,2,4,3,2,4,3,3,4,4,2,2,1,3,2,2,3,2,3,661004,1,43,-0.8716437881934426,2.933333333333333,3.066666666666667,2.533333333333333,3.25,2.7,0,-0.14860126048784825,-0.28396509377968,-0.44139921723652187,-0.5908541119311932,-1.0838103173779192
241,148486,1,3,5,3,4,2,5,3,5,3,1,3,2,3,3,5,4,4,2,5,5,3,5,4,3,4,5,1,4,4,5,3,3,4,4,4,4,4,5,1,2,4,2,3,3,3,4,5,3,1,4,3,3,4,3,3,2,3,4,2,2,3,4,3,2,2,3,1,4,5,4,4,3,2,2,5,1,3,3,4,2,3,4,5,2,4,3,4,3,3,3,3,3,3,2,4,3,3,2,4,4,873455,1,51,-0.31222396296556115,3.1333333333333333,3.1333333333333333,2.8666666666666667,3.75,3.9,0,0.2788188598844142,-0.18094004675168182,0.19801086380703722,0.15282241692054951,0.5860456157013609
243,148600,1,1,3,1,3,1,1,4,3,1,1,1,1,1,1,3,4,1,1,5,1,1,5,2,2,2,4,1,1,2,1,1,2,1,2,1,1,1,5,1,1,3,1,1,1,1,1,1,4,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,4,4,4,1,1,3,1,4,4,5,4,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,472683,1,16,-2.7596856983375426,3.1333333333333333,1.5333333333333334,1.2,2.4166666666666665,1.3,0,0.2788188598844142,-2.653541175423647,-2.999039541410757,-1.8303149933507648,-3.03197557263708
244,148645,1,2,2,2,4,3,1,3,2,3,2,2,1,4,4,4,4,5,2,4,4,5,4,4,4,5,4,1,4,4,3,3,3,4,4,2,3,3,5,1,4,5,2,4,3,2,4,4,4,2,3,4,3,3,4,2,1,1,3,4,4,1,1,1,1,3,3,2,2,1,1,4,2,3,3,3,1,3,2,5,2,2,1,1,2,5,5,4,3,3,5,5,5,4,3,4,3,5,3,4,4,693245,1,65,0.6667607311832313,2.3333333333333335,3.4,2.0,3.8333333333333335,3.3,0,-1.4308616216046337,0.23116014136031232,-1.4644553469062158,0.2767685050625069,-0.2488823508382795
246,148936,1,2,3,2,4,3,3,4,3,3,4,4,1,3,4,3,4,4,4,5,4,4,5,5,2,4,4,4,5,3,4,3,5,4,5,4,4,5,5,1,5,2,2,3,2,3,2,5,4,1,2,4,3,2,4,2,2,2,4,3,4,2,1,1,2,3,2,3,2,2,2,2,1,2,3,2,2,2,4,3,3,2,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,426782,1,63,0.526905774876261,2.066666666666667,2.933333333333333,2.3333333333333335,4.083333333333333,4.2,0,-2.000755115434316,-0.49001518783567777,-0.8250452658626567,0.6486067694883776,1.0035095989711815
248,148999,1,4,3,3,1,3,3,4,3,3,1,3,2,3,3,5,4,2,3,4,3,3,3,4,4,3,3,4,3,4,3,4,4,4,3,4,4,3,5,1,4,3,3,3,3,3,3,4,3,3,3,2,3,4,4,2,2,4,4,3,5,3,2,4,2,3,3,3,2,3,3,3,3,2,4,5,3,4,2,1,3,4,3,3,3,4,3,4,3,5,5,5,5,3,2,3,5,5,4,5,2,422108,1,63,0.526905774876261,3.066666666666667,3.2,3.0,3.3333333333333335,3.6,0,0.13634548642699398,-0.07791499972368293,0.4537748962244607,-0.4669080237892359,0.16858163243154103
252,149578,4,4,4,4,3,2,4,4,2,4,3,4,2,3,3,3,4,2,4,4,4,3,3,3,3,2,3,4,4,3,2,2,4,4,4,3,4,3,5,1,3,3,4,3,3,5,4,4,4,3,4,4,3,4,4,4,4,2,3,3,3,3,4,2,3,3,4,4,3,3,2,4,4,2,3,4,3,4,3,2,4,2,3,4,3,3,3,3,2,4,4,4,2,3,3,3,2,4,2,4,3,190847,0,49,-0.4520789192725315,3.1333333333333333,3.6666666666666665,3.2,3.25,3.3,1,0.2788188598844142,0.6432603294723064,0.8374209448505964,-0.5908541119311932,-0.2488823508382795
253,149635,1,4,3,5,5,3,3,4,5,3,3,2,1,4,3,5,4,4,4,4,4,4,3,4,3,3,3,4,3,3,5,3,4,4,4,5,3,4,5,1,4,3,5,5,3,4,3,4,5,3,2,4,3,3,5,4,4,4,3,3,4,3,1,1,3,3,4,3,2,3,3,2,3,1,3,3,1,3,3,4,4,3,4,2,2,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,4,405994,1,74,1.2961080345645979,2.7333333333333334,3.7333333333333334,3.0,3.6666666666666665,3.8,0,-0.5760213808601098,0.7462853765003054,0.4537748962244607,0.028876328778592173,0.44689095461142075
255,149656,1,4,5,5,3,4,3,3,4,2,2,4,3,3,3,3,5,5,3,4,3,5,4,4,2,4,2,4,5,3,5,4,4,5,5,5,4,5,5,1,5,2,4,5,3,5,4,5,5,3,4,2,5,5,5,3,2,4,5,2,4,2,1,1,1,1,4,3,2,4,4,3,4,2,3,4,3,3,2,1,4,3,3,5,3,4,3,4,3,3,3,3,4,4,4,4,4,4,5,5,3,703317,1,60,0.3171233404158055,3.1333333333333333,4.133333333333334,2.6,3.75,4.5,0,0.2788188598844142,1.364435658668297,-0.3135172010278097,0.15282241692054951,1.4209735822410015
258,150043,1,5,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,5,4,5,5,3,3,5,4,4,2,4,2,3,4,5,3,1,4,3,3,4,1,4,3,3,1,5,2,1,5,2,4,4,3,3,5,3,5,5,5,4,4,5,1,4,5,5,4,5,5,4,4,5,4,4,5,5,5,5,5,4,312402,1,74,1.2961080345645979,3.8,3.8666666666666667,2.8666666666666667,5.0,4.7,0,1.7035525944586207,0.9523354705563024,0.19801086380703722,2.012013739049906,1.6992829044208817
259,150058,1,3,5,3,5,3,4,3,5,1,1,2,2,3,1,5,3,3,3,4,2,4,4,4,3,5,5,5,4,2,4,4,4,5,4,5,4,4,5,1,4,3,1,4,2,3,5,4,5,1,3,4,4,5,4,3,4,2,3,2,4,2,1,1,1,3,4,3,2,1,4,2,2,1,2,3,2,3,2,4,3,2,2,2,3,4,2,4,4,3,4,4,3,3,4,4,3,3,3,3,4,860269,1,55,-0.032514050351620444,2.466666666666667,3.466666666666667,2.4,3.75,4.0,0,-1.1459148746897923,0.3341851883883112,-0.6971632496539454,0.15282241692054951,0.7252002767913012
265,150523,1,3,3,2,4,3,3,3,3,2,3,2,2,4,4,4,2,4,1,4,2,4,3,4,4,2,4,4,3,3,3,2,4,3,3,3,3,3,1,1,3,3,2,3,3,3,3,3,2,2,3,3,3,4,3,2,2,3,3,4,2,2,3,2,2,4,3,3,3,3,3,4,4,2,3,3,4,3,3,4,4,3,2,3,4,2,2,3,3,2,2,3,2,3,2,2,4,3,2,3,2,396319,0,40,-1.0814262226538982,3.2666666666666666,2.8666666666666667,2.7333333333333334,3.1666666666666665,3.0,1,0.5637656067992555,-0.593040234863676,-0.05775316861038625,-0.7148002000731506,-0.6663463341080994
268,150979,1,2,3,2,5,2,3,4,3,3,2,3,3,3,4,5,4,4,4,3,3,4,5,4,3,5,3,3,4,3,4,4,4,3,3,3,4,4,5,1,3,2,2,3,1,4,3,4,2,1,3,4,3,2,4,2,3,2,3,2,4,2,4,2,3,4,2,2,2,3,5,5,5,4,1,4,3,3,5,5,4,3,5,2,3,3,3,4,5,3,4,4,3,3,2,3,4,4,3,2,3,400233,1,53,-0.1723690066585908,3.8,2.7333333333333334,2.6666666666666665,3.75,3.6,0,1.7035525944586207,-0.799090328919673,-0.1856351848190984,0.15282241692054951,0.16858163243154103
269,151147,1,4,4,4,3,4,3,5,3,4,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,2,5,1,3,3,3,3,3,4,4,3,4,2,3,4,3,4,3,4,2,4,3,3,4,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,2,4,3,2,3,3,2,3,3,3,2,2,4,3,2,3,3,4,2,2,2,418784,1,43,-0.8716437881934426,3.0,3.2666666666666666,2.8666666666666667,3.75,3.0,0,-0.006127887030427133,0.02511004730431525,0.19801086380703722,0.15282241692054951,-0.6663463341080994
270,151222,1,3,4,3,5,3,4,2,5,4,3,4,4,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,4,4,4,5,5,3,5,5,5,3,5,3,2,3,4,3,3,3,1,3,2,4,3,2,3,3,2,2,4,3,5,3,2,4,4,3,5,3,4,5,5,5,5,5,4,3,3,4,4,5,4,4,4,5,4,3,5,638882,1,67,0.8066156874902017,3.6,4.466666666666667,2.8,4.666666666666667,5.0,0,1.276132474086359,1.8795608938082895,0.07012884759832506,1.5162293864820784,2.116746887690702
272,151240,1,4,4,4,4,4,4,2,5,3,2,4,2,5,3,3,4,4,2,4,2,4,3,2,4,4,4,5,4,2,4,4,4,4,4,4,4,4,5,1,4,1,2,4,3,4,4,4,4,3,4,3,4,4,3,2,2,2,3,2,4,2,2,2,3,4,3,2,4,3,5,2,3,2,3,4,3,2,4,4,2,4,2,2,2,4,4,4,5,4,5,4,5,3,3,4,4,5,5,5,3,1262935,1,67,0.8066156874902017,2.933333333333333,3.4,2.6666666666666665,3.5,3.8,0,-0.14860126048784825,0.23116014136031232,-0.1856351848190984,-0.21901584750532185,0.44689095461142075
276,151465,1,1,4,2,1,5,2,2,5,2,1,2,1,1,4,2,5,2,2,3,5,3,5,5,3,5,4,1,4,2,5,4,5,5,5,2,4,5,5,1,5,3,4,5,2,5,4,5,2,2,5,3,4,4,5,2,3,2,4,5,5,2,3,3,2,3,2,2,4,2,5,3,3,3,2,3,5,2,4,4,3,2,2,2,3,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,700143,1,77,1.5058904690250534,3.066666666666667,3.8666666666666667,2.933333333333333,3.5833333333333335,4.1,0,0.13634548642699398,0.9523354705563024,0.32589288001574857,-0.09506975936336451,0.8643549378812406
278,151600,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,1,3,3,2,1,3,1,1,4,5,1,4,4,2,4,3,1,1,1,5,3,2,3,1,1,5,4,1,5,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90825,0,16,-2.7596856983375426,2.8,1.8,2.4,1.3333333333333333,1.0,1,-0.43354800740268956,-2.2414409873116528,-0.6971632496539454,-3.441614139196207,-3.4494395559069004
280,151756,1,4,3,3,3,4,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,2,3,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,5,1,3,3,2,3,2,3,4,3,3,2,3,3,3,3,4,3,3,3,3,3,4,2,3,2,3,4,4,4,3,3,3,2,3,2,4,3,3,3,3,3,3,4,4,4,3,3,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,534784,1,55,-0.032514050351620444,3.1333333333333333,2.933333333333333,3.1333333333333333,2.8333333333333335,3.1,0,0.2788188598844142,-0.49001518783567777,0.7095389286418842,-1.2105845526409786,-0.5271916730181593
281,151819,1,2,2,2,3,4,2,2,4,2,2,3,1,2,3,3,3,5,4,2,4,4,3,3,2,3,4,3,3,2,2,2,2,2,2,2,2,2,5,1,2,3,1,2,3,2,3,4,4,1,2,2,2,3,4,2,2,2,3,3,5,1,1,1,2,2,3,2,1,2,4,3,3,3,3,2,2,3,2,4,3,2,3,2,2,3,3,2,3,3,3,3,2,3,3,4,3,3,4,4,4,401664,1,50,-0.38215144111904636,2.7333333333333334,2.533333333333333,2.1333333333333333,3.3333333333333335,2.1,0,-0.5760213808601098,-1.108165470003669,-1.2086913144887923,-0.4669080237892359,-1.9187382839175597
283,151867,1,3,4,3,3,3,3,4,3,3,3,4,3,4,4,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,5,1,3,3,5,5,3,3,3,3,5,3,3,3,5,3,5,2,3,2,3,3,3,3,1,3,3,5,3,5,5,3,3,1,3,3,3,4,3,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,283479,1,80,1.715672903485509,3.066666666666667,3.6666666666666665,3.1333333333333333,3.0,3.3,0,0.13634548642699398,0.6432603294723064,0.7095389286418842,-0.9626923763570646,-0.2488823508382795
285,151915,1,3,5,4,5,5,1,4,1,4,4,3,4,4,5,3,1,5,5,5,5,4,5,5,2,5,4,5,4,2,4,4,5,5,5,4,2,2,1,1,3,2,4,4,4,4,2,4,2,4,4,5,4,3,3,2,4,3,4,2,5,3,4,3,4,2,3,3,3,3,5,2,4,3,4,4,4,3,3,5,4,1,3,3,2,5,5,5,5,4,5,5,5,5,4,4,5,5,4,5,5,1047209,0,76,1.4359629908715683,3.3333333333333335,3.466666666666667,3.2,4.25,3.7,1,0.7062389802566766,0.3341851883883112,0.8374209448505964,0.8964989457722923,0.3077362935214812
287,151981,1,3,5,3,5,3,5,5,5,4,5,5,2,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,1,5,5,4,5,4,4,5,5,5,3,5,4,5,4,5,3,3,3,5,2,3,3,2,2,2,4,3,3,1,3,5,2,5,2,5,5,2,5,4,5,5,2,2,3,2,3,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,560993,1,75,1.3660355127180832,3.6,4.533333333333333,2.8,4.833333333333333,4.8,0,1.276132474086359,1.9825859408362876,0.07012884759832506,1.7641215627659916,1.8384375655108214
289,152017,1,4,3,4,4,3,3,4,4,4,2,4,3,4,4,5,5,3,5,4,5,5,5,4,4,5,5,3,5,4,4,4,4,5,4,5,4,4,5,1,4,4,4,5,3,3,3,4,4,3,4,4,4,4,5,3,4,3,4,3,3,4,2,2,2,3,4,3,2,3,4,2,4,2,3,4,2,3,3,4,3,3,2,2,2,4,3,3,3,3,4,4,3,4,4,3,4,3,4,5,2,724395,1,56,0.03741342780186473,2.8666666666666667,3.8666666666666667,3.0,4.416666666666667,4.3,0,-0.29107463394526845,0.9523354705563024,0.4537748962244607,1.144391122056207,1.142664260061121
292,152152,1,1,2,3,1,2,1,1,2,1,1,1,1,2,2,5,3,1,1,4,3,4,4,3,3,5,3,1,3,5,1,3,2,2,3,3,4,1,5,1,2,1,4,1,1,2,2,2,4,1,3,4,2,2,2,2,1,3,3,3,4,1,1,2,2,2,2,1,2,2,2,3,2,3,3,1,1,2,3,3,3,2,4,2,4,3,3,2,2,1,2,2,1,2,2,3,2,4,3,3,1,558517,1,36,-1.3611361352678388,2.533333333333333,2.2,2.066666666666667,2.9166666666666665,2.7,0,-1.003441501232372,-1.6232907051436611,-1.3365733306975036,-1.086638464499022,-1.0838103173779192
293,152233,1,2,2,2,2,4,2,2,3,2,2,2,2,4,2,4,4,3,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,3,4,3,3,3,5,1,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4,3,3,2,3,2,2,2,1,2,3,3,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,2,2,3,2,4,4,4,3,3,3,4,4,4,4,2,685706,1,50,-0.38215144111904636,3.0,3.2666666666666666,2.2666666666666666,3.25,3.0,0,-0.006127887030427133,0.02511004730431525,-0.9529272820713689,-0.5908541119311932,-0.6663463341080994
295,152341,1,2,2,2,4,2,2,4,3,3,3,3,1,3,2,4,4,3,5,3,5,4,3,4,3,3,5,4,3,3,4,3,4,4,3,3,4,4,5,1,2,3,4,3,2,3,1,4,5,1,3,3,3,4,2,2,2,2,2,2,2,3,1,2,3,3,2,1,3,2,3,3,4,3,3,3,3,3,3,3,3,5,3,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,419875,1,42,-0.9415712663469278,3.1333333333333333,2.8666666666666667,2.1333333333333333,3.8333333333333335,3.5,0,0.2788188598844142,-0.593040234863676,-1.2086913144887923,0.2767685050625069,0.02942697134160086
301,152542,1,4,4,2,4,4,2,4,4,1,1,1,1,4,3,4,4,5,4,4,3,4,5,4,4,4,4,4,4,2,5,4,4,4,4,3,4,4,5,1,3,4,4,5,4,4,5,5,4,2,3,2,4,4,4,2,2,2,3,2,4,2,2,1,2,3,3,1,2,2,3,2,3,3,3,4,2,2,2,4,3,1,4,2,1,5,4,5,3,3,4,4,5,4,3,5,2,4,4,3,5,2229295,1,63,0.526905774876261,2.6,3.8,2.2,4.083333333333333,3.8,0,-0.860968127774951,0.8493104235283035,-1.08080929828008,0.6486067694883776,0.44689095461142075
304,152644,1,3,5,5,4,5,2,4,5,2,1,1,1,2,1,2,4,3,1,4,2,2,3,3,2,3,2,3,3,2,4,3,2,3,3,3,3,2,5,1,3,3,2,4,2,2,1,4,2,1,2,3,3,3,3,4,3,5,4,2,4,2,3,2,2,2,4,1,3,3,5,4,4,4,2,3,5,4,3,4,4,3,3,4,4,3,2,3,3,3,4,4,3,3,3,2,2,4,3,4,2,450673,1,48,-0.5220063974260167,3.7333333333333334,2.533333333333333,2.933333333333333,2.6666666666666665,2.8,0,1.5610792210012006,-1.108165470003669,0.32589288001574857,-1.4584767289248934,-0.9446556562879798
305,152713,1,1,5,1,5,1,5,5,4,1,3,4,1,1,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,3,5,3,3,4,5,5,1,4,4,4,5,3,4,3,5,5,1,3,2,4,4,5,1,3,2,1,4,3,1,1,2,3,4,2,2,4,3,5,5,5,3,5,5,2,5,5,5,5,5,4,1,3,5,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,373647,1,64,0.5968332530297462,4.2,3.7333333333333334,2.4,4.75,4.1,0,2.5583928352031453,0.7462853765003054,-0.6971632496539454,1.6401754746240351,0.8643549378812406
306,152719,1,1,2,4,3,1,2,3,1,1,1,2,1,2,1,4,1,5,2,4,2,2,5,4,4,4,2,3,4,4,4,3,5,3,1,3,4,3,5,1,3,4,4,4,2,1,4,4,2,1,2,4,3,4,4,1,3,4,3,3,2,2,3,1,4,4,1,1,2,2,3,4,4,2,2,4,3,3,4,4,3,3,4,2,2,3,3,2,2,1,3,3,2,2,4,3,4,4,3,4,2,596393,1,45,-0.7317888318864723,3.1333333333333333,3.066666666666667,2.4,3.1666666666666665,3.4,0,0.2788188598844142,-0.28396509377968,-0.6971632496539454,-0.7148002000731506,-0.10972768974833931
307,152797,1,1,4,1,4,1,4,2,5,1,2,1,1,1,2,5,3,2,4,5,4,5,5,4,3,5,4,3,5,2,5,3,4,4,4,3,4,3,5,1,4,2,4,4,3,4,5,4,4,1,4,2,3,4,4,1,1,2,3,2,1,1,1,3,2,4,1,2,2,1,3,1,3,1,3,4,1,3,1,3,3,2,4,2,2,4,2,3,4,3,3,3,4,5,2,3,3,2,4,5,4,492366,1,54,-0.10244152850510563,2.4,3.466666666666667,1.8,3.9166666666666665,3.7,0,-1.2883882481472135,0.3341851883883112,-1.848101395532351,0.40071459320446357,0.3077362935214812
308,152809,1,2,3,3,4,4,3,3,4,3,3,2,2,3,3,4,4,3,2,4,4,4,4,3,2,4,3,3,3,3,3,4,3,4,4,4,4,3,2,1,3,2,4,4,3,4,3,3,2,3,2,4,4,2,3,3,3,4,2,3,4,3,2,2,3,2,2,3,2,2,3,3,2,2,3,3,4,3,2,4,3,3,3,1,2,5,4,5,4,4,4,4,4,4,4,4,5,4,4,3,5,458340,0,67,0.8066156874902017,2.7333333333333334,3.066666666666667,2.6666666666666665,3.3333333333333335,3.5,1,-0.5760213808601098,-0.28396509377968,-0.1856351848190984,-0.4669080237892359,0.02942697134160086
311,152857,1,4,3,5,3,3,4,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,2,3,3,3,3,2,3,2,3,4,3,4,1,2,2,3,3,3,4,2,3,3,3,3,3,4,4,3,4,3,5,2,3,3,3,4,3,4,3,3,4,3,2,4,4,3,3,5,2,3,3,3,1,4,2,3,2,3,4,5,5,5,3,4,5,4,4,4,5,4,3,4,4,4,248760,0,67,0.8066156874902017,3.0,3.0,3.2666666666666666,3.1666666666666665,2.9,1,-0.006127887030427133,-0.38699014080767885,0.9653029610593077,-0.7148002000731506,-0.8055009951980395
315,152953,1,2,2,4,4,3,3,2,4,3,2,3,3,4,2,4,4,3,3,4,4,2,4,4,3,4,4,2,3,3,4,4,3,4,4,4,4,2,5,1,4,4,4,4,4,3,3,4,4,2,2,4,4,3,4,3,3,4,3,3,3,2,2,2,3,3,2,3,3,3,3,4,4,2,3,4,2,3,2,4,3,4,3,3,4,3,2,3,3,2,3,2,2,3,3,3,2,3,2,3,3,933082,1,42,-0.9415712663469278,3.2,3.533333333333333,2.8,3.4166666666666665,3.5,0,0.4212922333418353,0.4372102354163094,0.07012884759832506,-0.3429619356472792,0.02942697134160086
316,153034,1,1,4,4,1,2,1,2,3,1,1,1,1,1,5,4,4,1,2,5,4,5,5,2,1,4,4,5,2,4,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,5,1,2,1,1,1,1,2,1,4,2,3,2,2,1,1,3,5,2,3,2,3,4,4,2,2,2,3,4,1,2,3,3,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,558970,1,16,-2.7596856983375426,2.8,1.4,2.4,3.5,1.4,0,-0.43354800740268956,-2.8595912694796444,-0.6971632496539454,-0.21901584750532185,-2.8928209115471404
318,153148,1,4,3,2,5,3,2,2,5,4,1,3,4,3,4,5,5,2,1,5,5,1,5,5,4,5,3,2,4,2,5,5,5,5,4,4,5,4,5,1,5,3,3,5,2,3,4,5,5,1,5,5,4,4,3,1,2,1,4,2,3,2,1,2,1,3,2,2,3,3,4,3,5,1,4,5,2,2,5,5,5,2,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,466150,1,80,1.715672903485509,3.4,3.8,2.1333333333333333,3.5833333333333335,4.3,0,0.8487123537140968,0.8493104235283035,-1.2086913144887923,-0.09506975936336451,1.142664260061121
319,153187,1,2,4,2,4,3,4,2,4,4,2,4,1,2,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,5,1,4,4,4,4,2,4,1,4,4,2,4,1,5,5,5,1,2,1,2,2,5,2,2,2,1,1,2,4,3,3,4,3,3,3,2,4,2,3,3,4,2,3,3,1,2,5,4,4,3,3,4,3,5,5,4,5,4,4,3,5,5,1174845,1,66,0.7366882093367165,2.8,3.533333333333333,2.2,3.8333333333333335,3.7,0,-0.43354800740268956,0.4372102354163094,-1.08080929828008,0.2767685050625069,0.3077362935214812
